"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type"
"CHEMBL77267";"";"None";"267.29";"0";"2.62";"25";"c1c[nH]c2cc(-c3ccc(C4OCCO4)cc3)nc-2n1";"IC50";"'='";"15000.0";"nM";"4.82";"";"";"UO_0000065";"18.05";"0.33";"2.20";"8.04";"0";"CHEMBL663599";"Inhibitory activity against recombinant mammalian cyclin-dependent kinase 5 (p35 NCK5a) expressed in Escherichia coli";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1145099";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";""
"CHEMBL3735077";"";"None";"414.47";"0";"2.94";"16o";"CN1CCN(c2ccc3nc(-c4cccc5c4OCO5)c(-c4cccnc4)n3n2)CC1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3736772";"Inhibition of human recombinant CDK5/P25 expressed in Escherichia coli using histone H1 substrate after 30 mins by scintillation and luminescence counting method in presence of [gamma-33P]ATP";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL3734718";"1";"Scientific Literature";"Eur J Med Chem";"2015";"None";"";""
"CHEMBL3735368";"";"None";"483.58";"0";"2.68";"24b";"CN1CCN(c2ccc3nc(-c4cccc(C(=O)N5CCOCC5)c4)c(-c4ccncc4)n3n2)CC1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3736772";"Inhibition of human recombinant CDK5/P25 expressed in Escherichia coli using histone H1 substrate after 30 mins by scintillation and luminescence counting method in presence of [gamma-33P]ATP";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL3734718";"1";"Scientific Literature";"Eur J Med Chem";"2015";"None";"";""
"CHEMBL3736408";"";"None";"446.56";"0";"4.88";"16j";"CN1CCN(c2ccc3nc(-c4cccc(-c5ccccc5)c4)c(-c4ccncc4)n3n2)CC1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3736772";"Inhibition of human recombinant CDK5/P25 expressed in Escherichia coli using histone H1 substrate after 30 mins by scintillation and luminescence counting method in presence of [gamma-33P]ATP";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL3734718";"1";"Scientific Literature";"Eur J Med Chem";"2015";"None";"";""
"CHEMBL3735836";"";"None";"400.49";"0";"3.22";"1";"COc1cccc(-c2nc3ccc(N4CCN(C)CC4)nn3c2-c2ccncc2)c1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3736772";"Inhibition of human recombinant CDK5/P25 expressed in Escherichia coli using histone H1 substrate after 30 mins by scintillation and luminescence counting method in presence of [gamma-33P]ATP";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL3734718";"1";"Scientific Literature";"Eur J Med Chem";"2015";"None";"";""
"CHEMBL482193";"";"None";"354.46";"0";"3.04";"7a";"CC[C@H](CO)Nc1nc(NCc2ccccc2)n2ncc(C(C)C)c2n1";"IC50";"'='";"70.0";"nM";"7.16";"";"";"UO_0000065";"20.19";"0.38";"4.11";"8.19";"1";"CHEMBL993952";"Inhibition of human recombinant CDK5/p25 expressed in Escherichia coli";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1143353";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";""
"CHEMBL4634634";"";"None";"365.44";"0";"1.44";"29";"C[C@@H]1C[C@H]1C(=O)N1CCN(c2cnc(C#N)c(-c3cnn(C)c3)n2)C[C@H]1C";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4603266";"Inhibition of recombinant full length human GST/His-tagged CDK5/p25 expressed in baculovirus expression system using serine/threonine-12 peptide as substrate incubated for 60 mins in presence of ATP by Z'-LYTE assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4602617";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"";""
"CHEMBL75680";"ALOISINE A";"None";"267.33";"0";"3.67";"aloisine A";"CCCCc1c(-c2ccc(O)cc2)[nH]c2nccnc12";"IC50";"'='";"200.0";"nM";"6.70";"";"";"UO_0000065";"25.06";"0.46";"3.03";"10.84";"1";"CHEMBL1057955";"Inhibition of GST-fused recombinant CDK5/p25 expressed in Escherichia coli after 30 mins by scintillation counting";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1152428";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";"";""
"CHEMBL551510";"";"None";"412.53";"0";"3.35";"6";"CCCCc1c(-c2ccc(OCCOCCOCCN)cc2)n(C)c2nccnc12";"IC50";"'='";"50000.0";"nM";"4.30";"";"";"UO_0000065";"10.43";"0.20";"0.95";"5.09";"0";"CHEMBL1057955";"Inhibition of GST-fused recombinant CDK5/p25 expressed in Escherichia coli after 30 mins by scintillation counting";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1152428";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";"";""
"CHEMBL4241803";"";"None";"371.40";"0";"3.34";"48; NSC 774887";"Cn1cc(C2=C(c3cn(C)c4ccccc34)C(=O)N(O)C2=O)c2ccccc21";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4234041";"Inhibition of recombinant full length human CDK5/p25 expressed in bacteria using histone H1 as substrate in presence of [gamma-33P]ATP";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4229455";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";"";""
"CHEMBL215919";"";"None";"417.52";"0";"4.40";"(R)-DRF053";"CC[C@H](CO)Nc1nc(Nc2cccc(-c3ccccn3)c2)c2ncn(C(C)C)c2n1";"IC50";"'='";"215.0";"nM";"6.67";"";"";"UO_0000065";"15.97";"0.29";"2.27";"6.62";"0";"CHEMBL4309973";"Inhibition of GST-tagged CDK5/p25 (unknown origin) expressed in Baculovirus infected Sf9 cells using histone H1 as substrate as substrate in presence of [gamma-33P]-ATP by radiometric filter binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4308846";"1";"Scientific Literature";"J Med Chem";"2018";"CHEMBL3308860";"";""
"CHEMBL80644";"";"None";"225.25";"0";"2.59";"12";"COc1cccc(-c2cc3[nH]ccnc-3n2)c1";"IC50";"'='";"10000.0";"nM";"5.00";"";"";"UO_0000065";"22.20";"0.40";"2.41";"9.84";"0";"CHEMBL663599";"Inhibitory activity against recombinant mammalian cyclin-dependent kinase 5 (p35 NCK5a) expressed in Escherichia coli";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1145099";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";""
"CHEMBL4243080";"";"None";"425.49";"0";"4.84";"55; NSC 781334";"O=C1C2=C(C(=O)N1O)c1cn(c3ccccc13)CCCCCCn1cc2c2ccccc21";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4234041";"Inhibition of recombinant full length human CDK5/p25 expressed in bacteria using histone H1 as substrate in presence of [gamma-33P]ATP";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4229455";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";"";""
"CHEMBL419273";"";"None";"269.30";"0";"2.95";"29";"COc1ccc(-c2[nH]c3nccnc3c2C)cc1OC";"IC50";"'='";"1000.0";"nM";"6.00";"";"";"UO_0000065";"22.28";"0.41";"3.05";"10.00";"0";"CHEMBL663599";"Inhibitory activity against recombinant mammalian cyclin-dependent kinase 5 (p35 NCK5a) expressed in Escherichia coli";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1145099";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";""
"CHEMBL3823532";"";"None";"241.21";"0";"1.67";"12";"Nc1ncc2cc3cnccc3c([N+](=O)[O-])c2n1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3825244";"Inhibition of GST-tagged human recombinant CDK5/p25 expressed in Escherichia coli using histone H1 as substrate incubated for 30 mins in presence of [gamma-33 ATP] by liquid scintillation counting analysis";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL3822430";"1";"Scientific Literature";"Eur J Med Chem";"2016";"None";"";""
"CHEMBL260656";"";"None";"263.30";"0";"2.73";"15a";"Cn1c2c(c3ccccc31)CC(=O)Nc1cccnc1-2";"IC50";"'='";"3000.0";"nM";"5.52";"";"";"UO_0000065";"20.98";"0.38";"2.79";"11.77";"0";"CHEMBL928296";"Inhibition of recombinant CDK5/p25 expressed in Escherichia coli";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1144697";"1";"Scientific Literature";"J Med Chem";"2008";"None";"";""
"CHEMBL224386";"";"None";"320.40";"0";"2.06";"20c";"COCCNc1nc(NC(=O)C(C)C)nc2c1ncn2C(C)C";"IC50";"'='";"7000.0";"nM";"5.16";"";"";"UO_0000065";"16.09";"0.31";"3.09";"5.49";"0";"CHEMBL904415";"Inhibition of recombinant mammalian CDK5/p25 expressed in Escherichia coli";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1144519";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";""
"CHEMBL14762";"SELICICLIB";"2.0";"354.46";"0";"3.20";"Roscovitine/CYC-202";"CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1";"IC50";"'='";"270.0";"nM";"6.57";"";"";"UO_0000065";"18.53";"0.35";"3.37";"7.47";"1";"CHEMBL993952";"Inhibition of human recombinant CDK5/p25 expressed in Escherichia coli";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1143353";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";""
"CHEMBL76740";"";"None";"279.34";"0";"3.59";"42";"COc1ccc(-c2[nH]c3nccnc3c2CC2CC2)cc1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL663599";"Inhibitory activity against recombinant mammalian cyclin-dependent kinase 5 (p35 NCK5a) expressed in Escherichia coli";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1145099";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";""
"CHEMBL604470";"";"None";"480.07";"0";"4.09";"28";"O=C1Nc2c(Br)cc([N+](=O)[O-])cc2/C1=C1/Nc2ccc(Br)cc2/C1=N\O";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1044713";"Inhibition of GST-fused CDK5/p25 expressed in Escherichia coli assessed as [gamma-33P]ATP incorporation after 10 mins by scintillation counting";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1152528";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";"";""
"CHEMBL3919811";"";"None";"375.44";"0";"2.89";"3";"CN(C)CCOc1ccc(Nc2cc(-n3cnc4ccccc43)ncn2)nc1";"IC50";"'='";"610.0";"nM";"6.21";"";"";"UO_0000065";"16.55";"0.30";"3.32";"7.67";"0";"CHEMBL3862050";"Inhibition of recombinant full-length human N-terminal His6-tagged CDK5/recombinant full-length human N-terminal GST-tagged p35 expressed in baculovirus infected insect Sf21 cells using histone H1 as substrate in presence of [gamma-33P]-ATP after 40 mins by scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf21";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL3861941";"1";"Scientific Literature";"Medchemcomm";"2016";"CHEMBL4106362";"";""
"CHEMBL4205015";"";"None";"379.51";"0";"3.77";"5";"CC(C)c1n[nH]c2c(NCc3ccccc3)nc(NC3CCC(N)CC3)nc12";"IC50";"'='";"1600.0";"nM";"5.80";"";"";"UO_0000065";"15.27";"0.28";"2.03";"5.54";"0";"CHEMBL4186953";"Inhibition of recombinant human full length N-terminal GST/His6-tagged CDK5 (M1 to P292 residues)/N-terminal His6-tagged p25NCK (A104 to R307 residues) expressed in Sf9 insect cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4184194";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";"";""
"CHEMBL456208";"";"None";"359.27";"0";"3.79";"3d";"CC1(C)CNC(=O)c2cc3n(c2C1)CCc1cc(Br)ccc1-3";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1022216";"Inhibition of recombinant CDK5/p25 expressed in Escherichia coli";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1152758";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";"";""
"CHEMBL3823483";"";"None";"211.23";"0";"1.34";"13";"Nc1ncc2cc3cnccc3c(N)c2n1";"IC50";"'='";"4800.0";"nM";"5.32";"";"";"UO_0000065";"25.18";"0.45";"3.98";"5.86";"0";"CHEMBL3825244";"Inhibition of GST-tagged human recombinant CDK5/p25 expressed in Escherichia coli using histone H1 as substrate incubated for 30 mins in presence of [gamma-33 ATP] by liquid scintillation counting analysis";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL3822430";"1";"Scientific Literature";"Eur J Med Chem";"2016";"None";"";""
"CHEMBL80713";"";"None";"400.48";"0";"1.82";"CVT313";"COc1ccc(CNc2nc(N(CCO)CCO)nc3c2ncn3C(C)C)cc1";"IC50";"'='";"419.0";"nM";"6.38";"";"";"UO_0000065";"15.93";"0.30";"4.56";"5.87";"0";"CHEMBL4309973";"Inhibition of GST-tagged CDK5/p25 (unknown origin) expressed in Baculovirus infected Sf9 cells using histone H1 as substrate as substrate in presence of [gamma-33P]-ATP by radiometric filter binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4308846";"1";"Scientific Literature";"J Med Chem";"2018";"CHEMBL3308860";"";""
"CHEMBL477064";"";"None";"479.27";"0";"2.58";"Fig.6B, R10C1";"CCCOc1cnc(CN/C=C2\C(=O)NC(=O)c3ccc(I)cc32)cc1O";"IC50";"'='";"1200.0";"nM";"5.92";"";"";"UO_0000065";"12.35";"0.30";"3.34";"5.89";"0";"CHEMBL4309973";"Inhibition of GST-tagged CDK5/p25 (unknown origin) expressed in Baculovirus infected Sf9 cells using histone H1 as substrate as substrate in presence of [gamma-33P]-ATP by radiometric filter binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4308846";"1";"Scientific Literature";"J Med Chem";"2018";"CHEMBL3308860";"";""
"CHEMBL522590";"";"None";"424.82";"0";"3.78";"7";"Cn1cc(C2=C(c3coc4cc(CO)ccc34)C(=O)NC2=O)c2cc(F)c(Cl)cc21";"IC50";"'='";"18900.0";"nM";"4.72";"";"";"UO_0000065";"11.12";"0.22";"0.94";"5.59";"0";"CHEMBL963381";"Inhibition of CDK5/P25";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1153825";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";""
