"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type"
"CHEMBL3752882";"";"None";"315.44";"0";"3.90";"21";"CCOC(=O)N1CCc2ccccc2Cc2sccc2CC1";"Ki";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3757882";"Binding affinity to human cloned D5 dopamine receptor incubated for 90 mins by radioligand binding assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1850";"Dopamine D5 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3751719";"1";"Scientific Literature";"Medchemcomm";"2015";"None";"";""
"CHEMBL378669";"";"None";"495.41";"0";"4.70";"35";"CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)c3c(N)cccc3Cl)c3ccccc32)CC1";"Ki";"'='";"53.0";"nM";"7.28";"";"";"UO_0000065";"14.69";"0.29";"2.58";"9.42";"0";"CHEMBL870479";"Binding affinity at dopamine D5 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1850";"Dopamine D5 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146871";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";""
"CHEMBL212912";"";"None";"480.40";"1";"5.12";"28";"CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)c3ccccc3Cl)c3ccccc32)CC1";"Ki";"'='";"73.0";"nM";"7.14";"";"";"UO_0000065";"14.86";"0.30";"2.02";"13.94";"0";"CHEMBL870479";"Binding affinity at dopamine D5 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1850";"Dopamine D5 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146871";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";""
"CHEMBL534706";"";"None";"333.83";"0";"3.71";"4f";"C=CCN(C)[C@@H]1Cc2cc(O)c(F)cc2[C@H]1c1ccccc1.Cl";"Ki";"'='";"9000.0";"nM";"5.05";"";"";"UO_0000065";"16.97";"0.31";"1.34";"21.50";"0";"CHEMBL839015";"Inhibitory constant for [3H]SCH-23390 binding to Dopamine receptor D1-like of porcine striatal membranes";"B";"BAO_0000019";"assay format";"Sus scrofa";"None";"None";"None";"None";"";"";"";"CHEMBL1850";"Dopamine D5 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143580";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";""
"CHEMBL557781";"";"None";"293.77";"0";"2.85";"11";"COc1cc2c(cc1F)C[C@@H](N)[C@@H]2c1ccccc1.Cl";"Ki";"'='";"19000.0";"nM";"4.72";"";"";"UO_0000065";"18.35";"0.34";"1.87";"13.39";"0";"CHEMBL839015";"Inhibitory constant for [3H]SCH-23390 binding to Dopamine receptor D1-like of porcine striatal membranes";"B";"BAO_0000019";"assay format";"Sus scrofa";"None";"None";"None";"None";"";"";"";"CHEMBL1850";"Dopamine D5 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143580";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";""
"CHEMBL372453";"";"None";"443.98";"0";"3.45";"6c";"COc1ccc(NC(=O)N2CCN(c3ccc(Cl)cc3)CC2)cc1N1CCN(C)CC1";"Ki";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL884724";"Affinity towards cloned Dopamine receptor D5";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1850";"Dopamine D5 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143467";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";""
"CHEMBL2420776";"";"None";"292.84";"0";"3.72";"5h";"Clc1ccc(N2CCN(Cc3cccs3)CC2)cc1";"Ki";"'='";"3523.0";"nM";"5.45";"";"";"UO_0000065";"18.62";"0.39";"1.73";"84.15";"0";"CHEMBL2423801";"Binding affinity to human dopamine D5 receptor by radioligand binding assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1850";"Dopamine D5 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2417399";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";""
"CHEMBL589";"ROPINIROLE";"4.0";"260.38";"0";"2.85";"1, Ropinirole";"CCCN(CCC)CCc1cccc2c1CC(=O)N2";"Ki";"'='";"41211.0";"nM";"4.38";"";"";"UO_0000065";"16.84";"0.32";"1.53";"13.56";"0";"CHEMBL3587608";"Binding affinity to human dopamine D5 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1850";"Dopamine D5 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3585327";"1";"Scientific Literature";"Medchemcomm";"2014";"None";"";""
"CHEMBL3217984";"";"None";"308.45";"0";"4.23";"10d, DDD-016";"CN1CCC2C(C1)c1cccc3c1N2c1ccccc1CS3";"Ki";"'='";"199.53";"nM";"6.70";"";"";"UO_0000065";"21.72";"0.42";"2.47";"103.39";"0";"CHEMBL3226698";"Binding affinity to dopamine D5 receptor (unknown origin) by PDSP assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1850";"Dopamine D5 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3217546";"1";"Scientific Literature";"Medchemcomm";"2012";"None";"";""
"CHEMBL263881";"LYSERGIDE";"2.0";"323.44";"0";"2.91";"LSD";"CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1";"Ki";"'='";"340.0";"nM";"6.47";"";"";"UO_0000065";"20.00";"0.37";"3.56";"16.44";"0";"CHEMBL675958";"Binding affinity towards Dopamine receptor D5";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1850";"Dopamine D5 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135791";"1";"Scientific Literature";"J Med Chem";"2002";"None";"";""
"CHEMBL201170";"";"None";"267.37";"0";"3.01";"3a";"CN1CCc2ccccc2Cc2ccc(O)cc2CC1";"Ki";"'='";"1.5";"nM";"8.82";"";"";"UO_0000065";"33.00";"0.60";"5.81";"37.60";"1";"CHEMBL861438";"Binding affinity to D5 dopamine receptor by radioligand binding assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1850";"Dopamine D5 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138197";"1";"Scientific Literature";"J Med Chem";"2006";"None";"";""
"CHEMBL2030633";"";"None";"221.30";"0";"2.30";"34";"COc1ccc(CN2CCCC2)cc1OC";"Ki";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL2033371";"Inhibition of D5 dopamine receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1850";"Dopamine D5 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2029272";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";""
"CHEMBL608560";"";"None";"283.35";"0";"2.09";"8b";"OC12C3C4CC5C6C4C1C6C(C53)N2Cc1cccc(F)c1";"Ki";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL2432451";"Inhibition of dopamine D5 receptor (unknown origin) by PDSP assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1850";"Dopamine D5 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2429832";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"None";"";""
"CHEMBL2432060";"";"None";"311.44";"0";"3.84";"14h";"CN(CCCc1cccc(F)c1)[C@H]1C2C3CC4C5C3CC2C5C41";"Ki";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL2432451";"Inhibition of dopamine D5 receptor (unknown origin) by PDSP assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1850";"Dopamine D5 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2429832";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"None";"";""
"CHEMBL1643902";"";"None";"297.42";"0";"3.45";"14f";"CN(CCc1cccc(F)c1)[C@H]1C2C3CC4C5C3CC2C5C41";"Ki";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL2432451";"Inhibition of dopamine D5 receptor (unknown origin) by PDSP assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1850";"Dopamine D5 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2429832";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"None";"";""
"CHEMBL2432056";"";"None";"325.45";"0";"3.28";"14c";"COc1ccc(CN(C)[C@H]2C3C4CC5C6C4CC3C6C52)cc1OC";"Ki";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2432451";"Inhibition of dopamine D5 receptor (unknown origin) by PDSP assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1850";"Dopamine D5 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2429832";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"None";"";""
"CHEMBL2432043";"";"None";"280.37";"0";"1.84";"13d";"CN(Cc1cccnc1)[C@H]1C2C3CC4C2C(=O)C2C4C3C21";"Ki";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2432451";"Inhibition of dopamine D5 receptor (unknown origin) by PDSP assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1850";"Dopamine D5 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2429832";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"None";"";""
"CHEMBL2432042";"";"None";"339.44";"0";"2.46";"13c";"COc1ccc(CN(C)[C@H]2C3C4CC5C3C(=O)C3C5C4C32)cc1OC";"Ki";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2432451";"Inhibition of dopamine D5 receptor (unknown origin) by PDSP assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1850";"Dopamine D5 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2429832";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"None";"";""
"CHEMBL1632158";"";"None";"441.57";"0";"3.60";"13";"COC(=O)CCCCCN1CCC(CNC(=O)c2c3n(c4ccccc24)CCCO3)CC1";"Ki";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1640624";"Binding affinity to dopamine receptor D5";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1850";"Dopamine D5 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1629440";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"None";"";""
"CHEMBL2432058";"";"None";"279.43";"0";"3.31";"14e";"CN(CCc1ccccc1)[C@H]1C2C3CC4C5C3CC2C5C41";"Ki";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL2432451";"Inhibition of dopamine D5 receptor (unknown origin) by PDSP assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1850";"Dopamine D5 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2429832";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"None";"";""
"CHEMBL2432040";"";"None";"279.38";"0";"2.44";"13a";"CN(Cc1ccccc1)[C@H]1C2C3CC4C2C(=O)C2C4C3C21";"Ki";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL2432451";"Inhibition of dopamine D5 receptor (unknown origin) by PDSP assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1850";"Dopamine D5 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2429832";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"None";"";""
